0.005,102.5
0.01,63.5
0.015,72.2
0.02,55.4
0.025,37.7
0.03,36.7
0.035,36.1
0.04,36.7
0.045,37.0
0.05,36.4
0.055,36.2
0.06,35.4
0.065,35.7
0.07,35.7
0.075,35.2
0.08,36.1
0.085,35.7
0.09,37.3
0.095,37.6
0.1,37.2
0.105,37.3
0.11,35.7
0.115,36.0
0.12,35.8
0.125,34.5
0.13,33.6
0.135,34.5
0.14,34.3
0.145,33.9
0.15,35.0
0.155,35.7
0.16,38.0
0.165,39.6
0.17,41.9
0.175,37.9
